miasto,lat,lon,kraj,iso,region,kontynent
Butembo,0.15,29.2833,Congo (Kinshasa),COD,Nord-Kivu,Africa
Apapa,6.45,3.3667,Nigeria,NGA,Lagos,Africa
Ar Ruseris,11.85,34.3833,Sudan,SDN,Blue Nile,Africa
Sidi Aissa,36.5,4.2978,Algeria,DZA,M’sila,Africa
Marcory,5.3,-3.9833,Côte d’Ivoire,CIV,Abidjan,Africa
Sikasso,11.3167,-5.6667,Mali,MLI,Sikasso,Africa
Sodo,6.855,37.7808,Ethiopia,ETH,YeDebub Bihēroch Bihēreseboch na Hizboch,Africa
Sidi Bel Abbes,35.1939,-0.6414,Algeria,DZA,Sidi Bel Abbès,Africa
Mallawi,27.7333,30.8333,Egypt,EGY,Al Minyā,Africa
Kuje,8.8822,7.2203,Nigeria,NGA,Federal Capital Territory,Africa
Burutu,5.35,5.5167,Nigeria,NGA,Delta,Africa
Mohammedia,33.6833,-7.3833,Morocco,MAR,Casablanca-Settat,Africa
Sunyani,7.3333,-2.3333,Ghana,GHA,Bono,Africa
Ashaiman,5.7,-0.0333,Ghana,GHA,Greater Accra,Africa
Kasangati,0.4378,32.6025,Uganda,UGA,Wakiso,Africa
Farshut,26.055,32.1639,Egypt,EGY,Qinā,Africa
Morogoro,-6.8242,37.6633,Tanzania,TZA,Morogoro,Africa
Parakou,9.35,2.6167,Benin,BEN,Borgou,Africa
Damietta,31.4167,31.8214,Egypt,EGY,Dumyāţ,Africa
Cidade de Nacala,-14.5428,40.6728,Mozambique,MOZ,Nampula,Africa
Ifakara,-8.1,36.6833,Tanzania,TZA,Morogoro,Africa
Biskra,34.85,5.7333,Algeria,DZA,Biskra,Africa
Bingerville,5.35,-3.9,Côte d’Ivoire,CIV,Abidjan,Africa
Mpanda,-6.35,31.0667,Tanzania,TZA,Katavi,Africa
Kukawa,12.9167,13.5667,Nigeria,NGA,Borno,Africa
Mazabuka,-15.8467,27.7475,Zambia,ZMB,Southern,Africa
Iringa,-7.77,35.69,Tanzania,TZA,Iringa,Africa
Luxor,25.6967,32.6444,Egypt,EGY,Al Uqşur,Africa
Timayy al Imdid,30.9438,31.5293,Egypt,EGY,Ad Daqahlīyah,Africa
Al Khums,32.6497,14.2644,Libya,LBY,Al Marqab,Africa
Maroua,10.5971,14.3157,Cameroon,CMR,Extrême-Nord,Africa
Qina,26.1667,32.7167,Egypt,EGY,Qinā,Africa
Mai'Adua,13.1906,8.2117,Nigeria,NGA,Katsina,Africa
Sidfa,26.9653,31.3808,Egypt,EGY,Asyūţ,Africa
Soio,-6.1333,12.3667,Angola,AGO,Zaire,Africa
Az Zawiyah,32.7522,12.7278,Libya,LBY,Az Zāwiyah,Africa
Isanlu,8.1667,5.8,Nigeria,NGA,Kogi,Africa
Gbadolite,4.2833,21.0167,Congo (Kinshasa),COD,Nord-Ubangi,Africa
Lunga-Lunga,-4.555,39.1231,Kenya,KEN,Kwale,Africa
Kankan,10.3833,-9.3,Guinea,GIN,Kankan,Africa
Baure,12.7833,8.7667,Nigeria,NGA,Katsina,Africa
Kouribga,32.8833,-6.9167,Morocco,MAR,Béni Mellal-Khénifra,Africa
Kajo Kaji,3.8492,31.6578,South Sudan,SSD,Central Equatoria,Africa
Mwene-Ditu,-7,23.45,Congo (Kinshasa),COD,Lomami,Africa
Tchitato,-7.3667,20.8333,Angola,AGO,Lunda-Norte,Africa
Malema,-14.9486,37.4144,Mozambique,MOZ,Nampula,Africa
N'Zerekore,7.75,-8.8167,Guinea,GIN,N’Zérékoré,Africa
Mbarara,-0.6133,30.6583,Uganda,UGA,Mbarara,Africa
Tebessa,35.4,8.1167,Algeria,DZA,Tébessa,Africa
Suhaj,26.55,31.7,Egypt,EGY,Sūhāj,Africa
Bani Suwayf,29.0667,31.0833,Egypt,EGY,Banī Suwayf,Africa
Quelimane,-17.8764,36.8872,Mozambique,MOZ,Zambézia,Africa
Beni Mellal,32.3394,-6.3608,Morocco,MAR,Béni Mellal-Khénifra,Africa
Arba Minch',6.0333,37.55,Ethiopia,ETH,YeDebub Bihēroch Bihēreseboch na Hizboch,Africa
Fianarantsoa,-21.4536,47.0858,Madagascar,MDG,Fianarantsoa,Africa
Iwo,7.6333,4.1833,Nigeria,NGA,Osun,Africa
Ouargla,31.95,5.3167,Algeria,DZA,Ouargla,Africa
Chibia,-15.1833,13.7,Angola,AGO,Huíla,Africa
Ngaoundere,7.3167,13.5833,Cameroon,CMR,Adamaoua,Africa
Kenema,7.8758,-11.1908,Sierra Leone,SLE,Eastern,Africa
Dese,11.1333,39.6333,Ethiopia,ETH,Āmara,Africa
Gharyan,32.1697,13.0167,Libya,LBY,Al Jabal al Gharbī,Africa
Ucu Seles,-11.4047,14.3006,Angola,AGO,Cuanza-Sul,Africa
Kairouan,35.6772,10.1008,Tunisia,TUN,Kairouan,Africa
Klerksdorp,-26.8667,26.6667,South Africa,ZAF,North West,Africa
Ed Damazin,11.7667,34.35,Sudan,SDN,Blue Nile,Africa
Yei,4.0904,30.68,South Sudan,SSD,Central Equatoria,Africa
Siguiri,11.4167,-9.1667,Guinea,GIN,Kankan,Africa
Cuango,-9.1444,18.0464,Angola,AGO,Lunda-Norte,Africa
Malumfashi,11.8,7.6167,Nigeria,NGA,Katsina,Africa
Isiro,2.7833,27.6167,Congo (Kinshasa),COD,Haut-Uélé,Africa
Bethelsdorp,-33.8833,25.5,South Africa,ZAF,Eastern Cape,Africa
Epe,6.5833,3.9833,Nigeria,NGA,Lagos,Africa
Kindia,10.0497,-12.8542,Guinea,GIN,Kindia,Africa
Inisa,7.9833,4.65,Nigeria,NGA,Osun,Africa
Ikot Ekpene,5.1833,7.7167,Nigeria,NGA,Akwa Ibom,Africa
Funtua,11.5204,7.32,Nigeria,NGA,Katsina,Africa
Obuase,6.2,-1.6833,Ghana,GHA,Ashanti,Africa
Mbanza Kongo,-6.2678,14.2481,Angola,AGO,Zaire,Africa
Caluquembe,-13.7833,14.6833,Angola,AGO,Huíla,Africa
Hosa'ina,7.55,37.85,Ethiopia,ETH,YeDebub Bihēroch Bihēreseboch na Hizboch,Africa
Mongu,-15.2775,23.1319,Zambia,ZMB,Western,Africa
Divo,5.8333,-5.3667,Côte d’Ivoire,CIV,Gôh-Djiboua,Africa
Calabar,4.9767,8.3383,Nigeria,NGA,Cross River,Africa
El Khroub,36.2667,6.7,Algeria,DZA,Constantine,Africa
Tiaret,35.3667,1.3167,Algeria,DZA,Tiaret,Africa
Njeru,0.4311,33.1478,Uganda,UGA,Buikwe,Africa
Al `Arish,31.1249,33.8006,Egypt,EGY,Shamāl Sīnā’,Africa
Kandi,11.1286,2.9369,Benin,BEN,Alibori,Africa
Dundo,-7.3801,20.8351,Angola,AGO,Lunda-Norte,Africa
Ar Rahmaniyah,31.1062,30.6337,Egypt,EGY,Al Buḩayrah,Africa
Bejaia,36.7511,5.0642,Algeria,DZA,Bejaïa,Africa
Biu,10.6111,12.195,Nigeria,NGA,Borno,Africa
Arafat,18.0464,-15.9719,Mauritania,MRT,Nouakchott Sud,Africa
Catumbela,-12.4339,13.5433,Angola,AGO,Benguela,Africa
Ada,7.8956,4.7094,Nigeria,NGA,Osun,Africa
Habaswein,1.01,39.49,Kenya,KEN,Wajir,Africa
Bida,9.0804,6.01,Nigeria,NGA,Niger,Africa
Tlemcen,34.8828,-1.3167,Algeria,DZA,Tlemcen,Africa
Ongata Rongai,-1.4,36.77,Kenya,KEN,Kajiado,Africa
Kindu,-2.95,25.95,Congo (Kinshasa),COD,Maniema,Africa
Kaolack,14.1389,-16.0764,Senegal,SEN,Kaolack,Africa
Rafah,31.2725,34.2586,Gaza Strip,XGZ,,Africa
Bir el Djir,35.7367,-0.5542,Algeria,DZA,Oran,Africa
Ait Melloul,30.3342,-9.4972,Morocco,MAR,Souss-Massa,Africa
Cazanga,-9.3,14.95,Angola,AGO,Cuanza-Norte,Africa
Kempton Park,-26.1,28.2333,South Africa,ZAF,Gauteng,Africa
Makurdi,7.7333,8.5,Nigeria,NGA,Benue,Africa
Nqutu,-28.232,30.566,South Africa,ZAF,KwaZulu-Natal,Africa
Aplahoue,6.9333,1.6833,Benin,BEN,Couffo,Africa
Metouia,33.9667,10,Tunisia,TUN,Gabès,Africa
Cape Coast,5.1,-1.25,Ghana,GHA,Central,Africa
Magwe,4.1333,32.3,South Sudan,SSD,Eastern Equatoria,Africa
Al Marj,32.5005,20.83,Libya,LBY,Al Marj,Africa
Kalale,10.2953,3.3786,Benin,BEN,Borgou,Africa
Kroonstad,-27.65,27.2333,South Africa,ZAF,Free State,Africa
Toliara,-23.35,43.6667,Madagascar,MDG,Toliara,Africa
Bordj Bou Arreridj,36.0667,4.7667,Algeria,DZA,Bordj Bou Arréridj,Africa
Kasama,-10.2117,31.1783,Zambia,ZMB,Northern,Africa
Malanville,11.8667,3.3833,Benin,BEN,Atacora,Africa
Catape,-13.7667,15.0833,Angola,AGO,Huíla,Africa
Offa,8.147,4.72,Nigeria,NGA,Kwara,Africa
Bechar,31.6167,-2.2167,Algeria,DZA,Béchar,Africa
K'ebri Beyah,9.0833,43.0833,Ethiopia,ETH,Sumalē,Africa
Singida,-4.8167,34.75,Tanzania,TZA,Singida,Africa
Ebo,-11,14.6667,Angola,AGO,Cuanza-Sul,Africa
Bocoio,-12.45,14.15,Angola,AGO,Benguela,Africa
Abengourou,6.7333,-3.4833,Côte d’Ivoire,CIV,Comoé,Africa
Quibala,-10.7333,14.9833,Angola,AGO,Cuanza-Sul,Africa
Blida,36.4686,2.8319,Algeria,DZA,Blida,Africa
Wau,7.7,28,South Sudan,SSD,Western Bahr el Ghazal,Africa
Garissa,-0.4569,39.6583,Kenya,KEN,Garissa,Africa
Skikda,36.8667,6.9,Algeria,DZA,Skikda,Africa
Kebili,33.705,8.965,Tunisia,TUN,Kébili,Africa
Boma,-5.85,13.05,Congo (Kinshasa),COD,Kongo Central,Africa
Mukono,0.3533,32.7553,Uganda,UGA,Mukono,Africa
Nador,35.1667,-2.9333,Morocco,MAR,Oriental,Africa
Tema,5.6667,-0.0167,Ghana,GHA,Greater Accra,Africa
Ndalatando,-9.3,14.9167,Angola,AGO,Cuanza-Norte,Africa
Al Ghardaqah,27.2578,33.8117,Egypt,EGY,Al Baḩr al Aḩmar,Africa
Ferkessedougou,9.5833,-5.2,Côte d’Ivoire,CIV,Savanes,Africa
Koudougou,12.25,-2.3667,Burkina Faso,BFA,Centre-Ouest,Africa
Ede,7.7389,4.4361,Nigeria,NGA,Osun,Africa
Jijiga,9.35,42.8,Ethiopia,ETH,Sumalē,Africa
La Laguna,28.4853,-16.3167,Spain,ESP,Canary Islands,Africa
Quipungo,-14.8167,14.55,Angola,AGO,Huíla,Africa
Benoni,-26.1883,28.3206,South Africa,ZAF,Gauteng,Africa
Banha,30.4667,31.1833,Egypt,EGY,Al Qalyūbīyah,Africa
George,-33.9667,22.45,South Africa,ZAF,Western Cape,Africa
Kamina,-8.7386,24.9906,Congo (Kinshasa),COD,Haut-Lomami,Africa
Molo,-0.25,35.7333,Kenya,KEN,Nakuru,Africa
Ketou,7.3581,2.6075,Benin,BEN,Plateau,Africa
Adzope,6.1667,-3.9833,Côte d’Ivoire,CIV,Lagunes,Africa
Qalyub,30.1997,31.2053,Egypt,EGY,Al Qalyūbīyah,Africa
Kisi,9.0833,3.85,Nigeria,NGA,Oyo,Africa
Souk Ahras,36.2864,7.9511,Algeria,DZA,Souk Ahras,Africa
Chlef,36.1647,1.3317,Algeria,DZA,Chlef,Africa
El Eulma,36.15,5.6833,Algeria,DZA,Sétif,Africa
Camacupa,-12.0256,17.4686,Angola,AGO,Bié,Africa
Zango,12.9333,8.5333,Nigeria,NGA,Katsina,Africa
Saint-Louis,16.0333,-16.5,Senegal,SEN,Saint-Louis,Africa
Kitenkela,-1.5167,36.85,Kenya,KEN,Kajiado,Africa
Lucapa,-8.4228,20.7392,Angola,AGO,Lunda-Norte,Africa
Madinat as Sadis min Uktubar,29.9833,30.9667,Egypt,EGY,Al Jīzah,Africa
Moanda,-5.9342,12.3494,Congo (Kinshasa),COD,Kongo Central,Africa
Dutse,11.7011,9.3419,Nigeria,NGA,Jigawa,Africa
Tete,-16.1667,33.6,Mozambique,MOZ,Tete,Africa
Gulu,2.7817,32.2992,Uganda,UGA,Gulu,Africa
Bordj el Kiffan,36.7375,3.1931,Algeria,DZA,Alger,Africa
Al Manaqil,14.2467,32.9861,Sudan,SDN,Gezira,Africa
Dila,6.4083,38.3083,Ethiopia,ETH,YeDebub Bihēroch Bihēreseboch na Hizboch,Africa
Ipokia,6.5333,2.85,Nigeria,NGA,Ogun,Africa
Mzuzu,-11.4581,34.0151,Malawi,MWI,Mzimba,Africa
Kashikishi,-9.3,28.7167,Zambia,ZMB,Luapula,Africa
Auchi,7.0667,6.2667,Nigeria,NGA,Edo,Africa
Asaba,6.1833,6.7333,Nigeria,NGA,Delta,Africa
Bohicon,7.2,2.0667,Benin,BEN,Zou,Africa
Port Louis,-20.1644,57.5042,Mauritius,MUS,Port Louis,Africa
Potchefstroom,-26.715,27.1033,South Africa,ZAF,North West,Africa
Nek'emte,9.0833,36.55,Ethiopia,ETH,Oromīya,Africa
Taza,34.2167,-4.0167,Morocco,MAR,Fès-Meknès,Africa
Maridi,4.91,29.45,South Sudan,SSD,Western Equatoria,Africa
Nchelenge,-9.3533,28.7403,Zambia,ZMB,Luapula,Africa
Kiambu,-1.1667,36.8167,Kenya,KEN,Kiambu,Africa
Malakal,9.55,31.65,South Sudan,SSD,Upper Nile,Africa
Chingola,-12.5333,27.85,Zambia,ZMB,Copperbelt,Africa
Kafr ash Shaykh,31.1117,30.9458,Egypt,EGY,Kafr ash Shaykh,Africa
Kalemie,-5.9128,29.1906,Congo (Kinshasa),COD,Tanganyika,Africa
Maquela do Zombo,-6.05,15.1167,Angola,AGO,Uíge,Africa
Wamba,2.1442,27.9929,Congo (Kinshasa),COD,Haut-Uélé,Africa
Keren,15.7778,38.4581,Eritrea,ERI,‘Anseba,Africa
Gandajika,-6.75,23.9667,Congo (Kinshasa),COD,Lomami,Africa
Mostaganem,35.9333,0.0833,Algeria,DZA,Mostaganem,Africa
Vila Junqueiro,-15.4667,36.9833,Mozambique,MOZ,Zambézia,Africa
Bukoba,-1.3333,31.8167,Tanzania,TZA,Kagera,Africa
Moshi,-3.3349,37.3404,Tanzania,TZA,Kilimanjaro,Africa
Dar Naim,18.0333,-15.9667,Mauritania,MRT,Nouakchott Nord,Africa
Pinetown,-29.8167,30.85,South Africa,ZAF,KwaZulu-Natal,Africa
Ramu,3.9375,41.2203,Kenya,KEN,Mandera,Africa
Bandundu,-3.3167,17.3667,Congo (Kinshasa),COD,Kwilu,Africa
Disuq,31.1422,30.645,Egypt,EGY,Kafr ash Shaykh,Africa
Touggourt,33.1,6.0667,Algeria,DZA,Touggourt,Africa
Sannar,13.55,33.5833,Sudan,SDN,Sennar,Africa
Moundou,8.5667,16.0833,Chad,TCD,Logone Occidental,Africa
Lichinga,-13.3167,35.2333,Mozambique,MOZ,Niassa,Africa
Settat,33,-7.6167,Morocco,MAR,Casablanca-Settat,Africa
Namacunde,-17.3,15.85,Angola,AGO,Cunene,Africa
Bondoukou,8.0333,-2.8,Côte d’Ivoire,CIV,Zanzan,Africa
Pemba,-12.9667,40.55,Mozambique,MOZ,Cabo Delgado,Africa
Bilbays,30.4167,31.5667,Egypt,EGY,Ash Sharqīyah,Africa
Gweru,-19.4614,29.8022,Zimbabwe,ZWE,Midlands,Africa
Numan,9.4669,12.0328,Nigeria,NGA,Adamawa,Africa
Nsele,-4.3744,15.4947,Congo (Kinshasa),COD,Kinshasa,Africa
Krugersdorp,-26.1,27.7667,South Africa,ZAF,Gauteng,Africa
Atbara,17.6972,33.9783,Sudan,SDN,River Nile,Africa
Debre Birhan,9.6833,39.5333,Ethiopia,ETH,Āmara,Africa
Gemena,3.25,19.7667,Congo (Kinshasa),COD,Sud-Ubangi,Africa
Medea,36.2675,2.75,Algeria,DZA,Médéa,Africa
Dabou,5.3167,-4.3833,Côte d’Ivoire,CIV,Lagunes,Africa
Koutiala,12.3833,-5.4667,Mali,MLI,Sikasso,Africa
Mthatha,-31.58,28.79,South Africa,ZAF,Eastern Cape,Africa
Negage,-7.7667,15.2667,Angola,AGO,Uíge,Africa
Sinfra,6.85,-5.9167,Côte d’Ivoire,CIV,Sassandra-Marahoué,Africa
Medina Estates,5.6833,-0.1667,Ghana,GHA,Greater Accra,Africa
Porto Amboim,-10.7183,13.75,Angola,AGO,Cuanza-Sul,Africa
Igboho,8.8333,3.75,Nigeria,NGA,Oyo,Africa
Barrechid,33.2667,-7.5833,Morocco,MAR,Casablanca-Settat,Africa
Quimbele,-6.5167,16.2167,Angola,AGO,Uíge,Africa
Port-Gentil,-0.7167,8.7833,Gabon,GAB,Ogooué-Maritime,Africa
Tobruk,32.0761,23.9614,Libya,LBY,Al Buţnān,Africa
Gitega,-3.4283,29.925,Burundi,BDI,Gitega,Africa
Nkongsamba,4.95,9.9333,Cameroon,CMR,Littoral,Africa
Kigoma,-4.8833,29.6333,Tanzania,TZA,Kigoma,Africa
Tizi Ouzou,36.7167,4.05,Algeria,DZA,Tizi Ouzou,Africa
Agboville,5.9333,-4.2167,Côte d’Ivoire,CIV,Lagunes,Africa
Ipetumodu,7.507,4.4447,Nigeria,NGA,Osun,Africa
Djakotome,6.9,1.7167,Benin,BEN,Couffo,Africa
El Oued,33.3611,6.8606,Algeria,DZA,El Oued,Africa
Laghouat,33.8028,2.875,Algeria,DZA,Laghouat,Africa
Londuimbali,-12.2419,15.3133,Angola,AGO,Huambo,Africa
Luuq,3.6981,42.5972,Somalia,SOM,Gedo,Africa
Debre Mark'os,10.3333,37.7167,Ethiopia,ETH,Āmara,Africa
Idfu,24.9778,32.8733,Egypt,EGY,Aswān,Africa
Ferfer,5.0833,45.0833,Ethiopia,ETH,Sumalē,Africa
Segou,13.45,-6.2667,Mali,MLI,Ségou,Africa
Bibemi,9.3167,13.8833,Cameroon,CMR,Nord,Africa
Porto-Novo,6.4972,2.605,Benin,BEN,Ouémé,Africa
Tarime,-1.35,34.3833,Tanzania,TZA,Mara,Africa
M'Sila,35.7019,4.5472,Algeria,DZA,M’sila,Africa
Kipushi,-11.7625,27.25,Congo (Kinshasa),COD,Haut-Katanga,Africa
Zagnanado,7.2667,2.35,Benin,BEN,Zou,Africa
Aware,8.2667,44.15,Ethiopia,ETH,Sumalē,Africa
Chicomba,-14.1333,14.9167,Angola,AGO,Huíla,Africa
Al Khmissat,33.8167,-6.0667,Morocco,MAR,Rabat-Salé-Kénitra,Africa
Jijel,36.8167,5.75,Algeria,DZA,Jijel,Africa
Buea,4.1667,9.2333,Cameroon,CMR,South-West,Africa
Bassila,9.0167,1.6667,Benin,BEN,Donga,Africa
Inezgane,30.3658,-9.5381,Morocco,MAR,Souss-Massa,Africa
Relizane,35.7333,0.55,Algeria,DZA,Relizane,Africa
Polokwane,-23.9,29.45,South Africa,ZAF,Limpopo,Africa
Sukrah,36.8833,10.25,Tunisia,TUN,L’Ariana,Africa
Chinguar,-12.55,16.3333,Angola,AGO,Bié,Africa
Antsiranana,-12.3,49.2833,Madagascar,MDG,Antsiranana,Africa
Mansa,-11.2,28.8833,Zambia,ZMB,Luapula,Africa
Jamaame,0.0667,42.75,Somalia,SOM,Jubbada Hoose,Africa
Idanre,7.0922,5.1322,Nigeria,NGA,Ondo,Africa
Harar,9.3111,42.1278,Ethiopia,ETH,Hārerī Hizb,Africa
Mubi,10.2667,13.2667,Nigeria,NGA,Adamawa,Africa
Saida,34.8333,0.15,Algeria,DZA,Saïda,Africa
Avrankou,6.55,2.6667,Benin,BEN,Ouémé,Africa
Abaji,8.4756,6.9433,Nigeria,NGA,Federal Capital Territory,Africa
Allada,6.65,2.15,Benin,BEN,Atlantique,Africa
Kayes,14.45,-11.4333,Mali,MLI,Kayes,Africa
Koforidua,6.0833,-0.25,Ghana,GHA,Eastern,Africa
Misserete,6.5625,2.5853,Benin,BEN,Ouémé,Africa
Catabola,-12.1167,17.3,Angola,AGO,Bié,Africa
Ksar El Kebir,35.009,-5.9,Morocco,MAR,Tanger-Tétouan-Al Hoceïma,Africa
My Drarga,30.38,-9.48,Morocco,MAR,Souss-Massa,Africa
Suhum,6.0333,-0.45,Ghana,GHA,Eastern,Africa
Rosetta,31.4044,30.4164,Egypt,EGY,Al Buḩayrah,Africa
Kombolcha,11.0867,39.7367,Ethiopia,ETH,Āmara,Africa
Nzega,-4.2169,33.1864,Tanzania,TZA,Tabora,Africa
Gashua,12.8681,11.0464,Nigeria,NGA,Yobe,Africa
Larache,35.1833,-6.15,Morocco,MAR,Tanger-Tétouan-Al Hoceïma,Africa
Jilib,0.4942,42.7744,Somalia,SOM,Jubbada Dhexe,Africa
Koidu,8.6439,-10.9717,Sierra Leone,SLE,Eastern,Africa
Ouahigouya,13.5833,-2.4167,Burkina Faso,BFA,Nord,Africa
Grand-Bassam,5.2,-3.7333,Côte d’Ivoire,CIV,Comoé,Africa
Glazoue,7.9736,2.24,Benin,BEN,Collines,Africa
Bimbo,4.2558,18.4042,Central African Republic,CAF,Ombella-Mpoko,Africa
Pobe,6.9667,2.6833,Benin,BEN,Plateau,Africa
Djidja,7.3333,1.9333,Benin,BEN,Zou,Africa
Baraki,36.6667,3.1,Algeria,DZA,Tipaza,Africa
Kaya,13.0833,-1.0833,Burkina Faso,BFA,Centre-Nord,Africa
Ed Damer,17.59,33.96,Sudan,SDN,River Nile,Africa
Kilifi,-3.6333,39.85,Kenya,KEN,Kilifi,Africa
Hoima,1.4319,31.3525,Uganda,UGA,Hoima,Africa
Mufulira,-12.5356,28.2419,Zambia,ZMB,Copperbelt,Africa
Springs,-26.2547,28.4428,South Africa,ZAF,Gauteng,Africa
Ondjiva,-17.0667,15.7333,Angola,AGO,Cunene,Africa
Alberton,-26.2672,28.1219,South Africa,ZAF,Gauteng,Africa
Upington,-28.45,21.25,South Africa,ZAF,Northern Cape,Africa
Mit Ghamr,30.7167,31.25,Egypt,EGY,Ad Daqahlīyah,Africa
Jima,7.6667,36.8333,Ethiopia,ETH,Oromīya,Africa
Winterveld,-25.42,27.949,South Africa,ZAF,North West,Africa
Catchiungo,-12.5667,16.2333,Angola,AGO,Huambo,Africa
Guelma,36.45,7.4333,Algeria,DZA,Guelma,Africa
Unwana,5.8625,7.9486,Nigeria,NGA,Abia,Africa
Baraka,-4.1041,29.094,Congo (Kinshasa),COD,Sud-Kivu,Africa
Ghardaia,32.4833,3.6667,Algeria,DZA,Ghardaïa,Africa
Lalo,6.9167,1.8833,Benin,BEN,Couffo,Africa
Malindi,-3.2236,40.13,Kenya,KEN,Kilifi,Africa
Parow,-33.9,18.6,South Africa,ZAF,Western Cape,Africa
Debre Tabor,11.85,38.0167,Ethiopia,ETH,Āmara,Africa
Aw Dheegle,1.9667,44.8333,Somalia,SOM,Shabeellaha Hoose,Africa
Vihiga,0.05,34.725,Kenya,KEN,Vihiga,Africa
Bwana Mkubwa,-12.9833,28.7,Zambia,ZMB,Copperbelt,Africa
Guelmim,28.9833,-10.0667,Morocco,MAR,Guelmim-Oued Noun,Africa
Bama,11.5189,13.6842,Nigeria,NGA,Borno,Africa
Ilobu,7.84,4.486,Nigeria,NGA,Osun,Africa
Nouadhibou,20.9333,-17.0333,Mauritania,MRT,Dakhlet Nouadhibou,Africa
Tahoua,14.8903,5.2642,Niger,NER,Tahoua,Africa
Gogounou,10.8386,2.8361,Benin,BEN,Alibori,Africa
Agadez,16.9959,7.9828,Niger,NER,Agadez,Africa
Luanshya,-13.1333,28.4,Zambia,ZMB,Copperbelt,Africa
Kabwe,-14.4333,28.45,Zambia,ZMB,Central,Africa
Munuf,30.4658,30.9308,Egypt,EGY,Al Minūfīyah,Africa
Banfora,10.6308,-4.7589,Burkina Faso,BFA,Cascades,Africa
Harshin,9.2167,43.5878,Ethiopia,ETH,Sumalē,Africa
Cassongue,-11.8333,15,Angola,AGO,Cuanza-Sul,Africa
Faqus,30.7282,31.797,Egypt,EGY,Ash Sharqīyah,Africa
Lira,2.2472,32.9,Uganda,UGA,Lira,Africa
Xai-Xai,-25.05,33.65,Mozambique,MOZ,Gaza,Africa
Gabes,33.8833,10.1167,Tunisia,TUN,Gabès,Africa
Boke,10.94,-14.3,Guinea,GIN,Boké,Africa
Adigrat,14.2667,39.45,Ethiopia,ETH,Tigray,Africa
Ain Beida,35.7833,7.3833,Algeria,DZA,Oum el Bouaghi,Africa
Adjaouere,7,2.6167,Benin,BEN,Plateau,Africa
Kasese,0.1867,30.0881,Uganda,UGA,Kasese,Africa
Bu'aale,1.0833,42.5833,Somalia,SOM,Jubbada Dhexe,Africa
Maghnia,34.8617,-1.7306,Algeria,DZA,Tlemcen,Africa
Ariana,36.8625,10.1956,Tunisia,TUN,L’Ariana,Africa
Ambovombe,-25.1764,46.0833,Madagascar,MDG,Toliara,Africa
Sakete,6.7364,2.6581,Benin,BEN,Plateau,Africa
Lugazi,0.3833,32.9242,Uganda,UGA,Buikwe,Africa
Machakos,-1.5167,37.2667,Kenya,KEN,Machakos,Africa
Materi,10.6978,1.0633,Benin,BEN,Atacora,Africa
Quilengues,-14.0814,14.0931,Angola,AGO,Huíla,Africa
Sakiet ed Daier,34.8,10.78,Tunisia,TUN,Sfax,Africa
Ifanhim,6.6667,2.7167,Benin,BEN,Plateau,Africa
Ndali,9.8608,2.7181,Benin,BEN,Borgou,Africa
Mungo,-11.6667,16.1667,Angola,AGO,Huambo,Africa
Sokode,8.9833,1.1333,Togo,TGO,Centrale,Africa
Nkayi,-19,28.9,Zimbabwe,ZWE,Matabeleland North,Africa
Kisii,-0.6833,34.7667,Kenya,KEN,Kisii,Africa
Dassa-Zoume,7.75,2.1833,Benin,BEN,Collines,Africa
Paarl,-33.7242,18.9558,South Africa,ZAF,Western Cape,Africa
Kouande,10.3317,1.6914,Benin,BEN,Atacora,Africa
Bou Saada,36.7667,4.5833,Algeria,DZA,Tizi Ouzou,Africa
Sabara Bangou,15.1177,1.996,Niger,NER,Tillabéri,Africa
Jawhar,2.7833,45.5,Somalia,SOM,Shabeellaha Dhexe,Africa
Kasempa,-13.455,25.835,Zambia,ZMB,North-Western,Africa
Gafsa,34.4225,8.7842,Tunisia,TUN,Gafsa,Africa
Nsukka,6.8567,7.3958,Nigeria,NGA,Enugu,Africa
Kintampo,8.0522,-1.7347,Ghana,GHA,Bono East,Africa
Kiffa,16.63,-11.4,Mauritania,MRT,Assaba,Africa
Franceville,-1.6333,13.5833,Gabon,GAB,Haut-Ogooué,Africa
Manzini,-26.4833,31.3667,Eswatini,SWZ,Manzini,Africa
Masindi,1.6836,31.7222,Uganda,UGA,Masindi,Africa
Empangeni,-28.75,31.9,South Africa,ZAF,KwaZulu-Natal,Africa
Itele,6.7667,4.0625,Nigeria,NGA,Ogun,Africa
Msaken,35.7333,10.5833,Tunisia,TUN,Sousse,Africa
Medenine,33.3547,10.5053,Tunisia,TUN,Médenine,Africa
Nkpor,6.15,6.8333,Nigeria,NGA,Anambra,Africa
Beja,36.7333,9.1833,Tunisia,TUN,Béja,Africa
Berkane,34.9167,-2.3167,Morocco,MAR,Oriental,Africa
Handeni,-5.4242,38.0194,Tanzania,TZA,Tanga,Africa
Balombo,-12.35,14.7667,Angola,AGO,Benguela,Africa
Maxixe,-23.8667,35.35,Mozambique,MOZ,Inhambane,Africa
Kasserine,35.1667,8.8333,Tunisia,TUN,Kasserine,Africa
Matruh,31.3333,27.2167,Egypt,EGY,Maţrūḩ,Africa
Witbank,-25.877,29.201,South Africa,ZAF,Mpumalanga,Africa
Mascara,35.4,0.1333,Algeria,DZA,Mascara,Africa
Khenchela,35.4167,7.1333,Algeria,DZA,Khenchela,Africa
